"","keyword","context","file_name","file_location","website_url"
"11","ordinance","h-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/10-17-2022-council-meeting-agenda/index.html","https://www.rutledgepa.org/10-17-2022-council-meeting-agenda"
"12","ordinance","ock-navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li cl","index.html","Data/www.rutledgepa.org/10-17-2022-council-meeting-agenda/index.html","https://www.rutledgepa.org/10-17-2022-council-meeting-agenda"
"13","ordinance","orough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/10-17-2022-council-meeting-agenda/index.html","https://www.rutledgepa.org/10-17-2022-council-meeting-agenda"
"14","ordinance","navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li c","index.html","Data/www.rutledgepa.org/10-2-2023-council-meeting-agenda/index.html","https://www.rutledgepa.org/10-2-2023-council-meeting-agenda"
"15","ordinance","h-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/10-2-2023-council-meeting-agenda/index.html","https://www.rutledgepa.org/10-2-2023-council-meeting-agenda"
"16","ordinance","ock-navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li cl","index.html","Data/www.rutledgepa.org/10-2-2023-council-meeting-agenda/index.html","https://www.rutledgepa.org/10-2-2023-council-meeting-agenda"
"17","ordinance","orough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/10-2-2023-council-meeting-agenda/index.html","https://www.rutledgepa.org/10-2-2023-council-meeting-agenda"
"18","ordinance","navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li c","index.html","Data/www.rutledgepa.org/10-4-2021-council-meeting-agenda-amended/index.html","https://www.rutledgepa.org/10-4-2021-council-meeting-agenda-amended"
"19","ordinance","h-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/10-4-2021-council-meeting-agenda-amended/index.html","https://www.rutledgepa.org/10-4-2021-council-meeting-agenda-amended"
"20","ordinance","ock-navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li cl","index.html","Data/www.rutledgepa.org/10-4-2021-council-meeting-agenda-amended/index.html","https://www.rutledgepa.org/10-4-2021-council-meeting-agenda-amended"
"21","ordinance","orough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/10-4-2021-council-meeting-agenda-amended/index.html","https://www.rutledgepa.org/10-4-2021-council-meeting-agenda-amended"
"22","ordinance","navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li c","index.html","Data/www.rutledgepa.org/10-4-2021-council-meeting-agenda/index.html","https://www.rutledgepa.org/10-4-2021-council-meeting-agenda"
"23","ordinance","h-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/10-4-2021-council-meeting-agenda/index.html","https://www.rutledgepa.org/10-4-2021-council-meeting-agenda"
"24","ordinance","ock-navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li cl","index.html","Data/www.rutledgepa.org/10-4-2021-council-meeting-agenda/index.html","https://www.rutledgepa.org/10-4-2021-council-meeting-agenda"
"25","ordinance","orough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/10-4-2021-council-meeting-agenda/index.html","https://www.rutledgepa.org/10-4-2021-council-meeting-agenda"
"26","ordinance","navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li c","index.html","Data/www.rutledgepa.org/11-15-2021-work-session-agenda/index.html","https://www.rutledgepa.org/11-15-2021-work-session-agenda"
"27","ordinance","h-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/11-15-2021-work-session-agenda/index.html","https://www.rutledgepa.org/11-15-2021-work-session-agenda"
"28","ordinance","ock-navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li cl","index.html","Data/www.rutledgepa.org/11-15-2021-work-session-agenda/index.html","https://www.rutledgepa.org/11-15-2021-work-session-agenda"
"29","ordinance","orough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/11-15-2021-work-session-agenda/index.html","https://www.rutledgepa.org/11-15-2021-work-session-agenda"
"30","ordinance","navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li c","index.html","Data/www.rutledgepa.org/11-20-2023-council-meeting-agenda/index.html","https://www.rutledgepa.org/11-20-2023-council-meeting-agenda"
"31","ordinance","h-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/11-20-2023-council-meeting-agenda/index.html","https://www.rutledgepa.org/11-20-2023-council-meeting-agenda"
"32","ordinance","ock-navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li cl","index.html","Data/www.rutledgepa.org/11-20-2023-council-meeting-agenda/index.html","https://www.rutledgepa.org/11-20-2023-council-meeting-agenda"
"33","ordinance","orough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/11-20-2023-council-meeting-agenda/index.html","https://www.rutledgepa.org/11-20-2023-council-meeting-agenda"
"34","ordinance"," class=""wp-block-list""> <li>Vote to Approve Traveling Glass Bin through PRC</li>    <li>Solid Waste Ordinance Draft Review</li>    <li>Next Yard Waste is 12/1</li>    <li>Some resources for falling leaves</li>","index.html","Data/www.rutledgepa.org/11-20-2023-council-meeting-agenda/index.html","https://www.rutledgepa.org/11-20-2023-council-meeting-agenda"
"35","ordinance","navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li c","index.html","Data/www.rutledgepa.org/11-annual-horseshoe-tournament/index.html","https://www.rutledgepa.org/11-annual-horseshoe-tournament"
"36","ordinance","h-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/11-annual-horseshoe-tournament/index.html","https://www.rutledgepa.org/11-annual-horseshoe-tournament"
"37","ordinance","ock-navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li cl","index.html","Data/www.rutledgepa.org/11-annual-horseshoe-tournament/index.html","https://www.rutledgepa.org/11-annual-horseshoe-tournament"
"38","ordinance","orough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/11-annual-horseshoe-tournament/index.html","https://www.rutledgepa.org/11-annual-horseshoe-tournament"
"39","ordinance","navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li c","index.html","Data/www.rutledgepa.org/12-19-2022-council-meeting-agenda/index.html","https://www.rutledgepa.org/12-19-2022-council-meeting-agenda"
"40","ordinance","h-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/12-19-2022-council-meeting-agenda/index.html","https://www.rutledgepa.org/12-19-2022-council-meeting-agenda"
"41","ordinance","ock-navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li cl","index.html","Data/www.rutledgepa.org/12-19-2022-council-meeting-agenda/index.html","https://www.rutledgepa.org/12-19-2022-council-meeting-agenda"
"42","ordinance","orough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/12-19-2022-council-meeting-agenda/index.html","https://www.rutledgepa.org/12-19-2022-council-meeting-agenda"
"43","ordinance",": 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vote to Approve the 2023 Budget &amp; Budget Ordinance</span></li> </ul> <p>&nbsp;</p> <p><b>Streets:</b><span style=""font-weight: 400;"">  Morton Ave repa","index.html","Data/www.rutledgepa.org/12-19-2022-council-meeting-agenda/index.html","https://www.rutledgepa.org/12-19-2022-council-meeting-agenda"
"44","ordinance","navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li c","index.html","Data/www.rutledgepa.org/12-20-2021-work-session-agenda/index.html","https://www.rutledgepa.org/12-20-2021-work-session-agenda"
"45","ordinance","h-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/12-20-2021-work-session-agenda/index.html","https://www.rutledgepa.org/12-20-2021-work-session-agenda"
"46","ordinance","ock-navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li cl","index.html","Data/www.rutledgepa.org/12-20-2021-work-session-agenda/index.html","https://www.rutledgepa.org/12-20-2021-work-session-agenda"
"47","ordinance","orough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/12-20-2021-work-session-agenda/index.html","https://www.rutledgepa.org/12-20-2021-work-session-agenda"
"48","ordinance","ort   </span></p> <p>&nbsp;</p> <p><b>Planning</b><b>: </b><span style=""font-weight: 400;"">Proposed Ordinance Changes Comments from PC</span></p> <p>&nbsp;</p> <p><b>Personnel</b><b>: </b><span style=""font-wei","index.html","Data/www.rutledgepa.org/12-20-2021-work-session-agenda/index.html","https://www.rutledgepa.org/12-20-2021-work-session-agenda"
"49","ordinance","navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li c","index.html","Data/www.rutledgepa.org/12-3-2024-council-agenda/index.html","https://www.rutledgepa.org/12-3-2024-council-agenda"
"50","ordinance","h-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/12-3-2024-council-agenda/index.html","https://www.rutledgepa.org/12-3-2024-council-agenda"
"51","ordinance","ock-navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li cl","index.html","Data/www.rutledgepa.org/12-3-2024-council-agenda/index.html","https://www.rutledgepa.org/12-3-2024-council-agenda"
"52","ordinance","orough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/12-3-2024-council-agenda/index.html","https://www.rutledgepa.org/12-3-2024-council-agenda"
"53","ordinance","></p>    <p><strong>Building</strong><strong>:</strong></p>    <ul class=""wp-block-list""> <li>Vote: Ordinance to adopt 2024 International Property Maintenance Code with Amendments</li>    <li>Vote: On submitti","index.html","Data/www.rutledgepa.org/12-3-2024-council-agenda/index.html","https://www.rutledgepa.org/12-3-2024-council-agenda"
"54","ordinance","Approve Bills and Distributions</li>    <li>Discussion: 2025 Budget Update</li> </ul>    <p><strong>Ordinance</strong><strong>:</strong></p>    <p><strong>Trash &amp; Recycling</strong><strong>:&nbsp;</strong>","index.html","Data/www.rutledgepa.org/12-3-2024-council-agenda/index.html","https://www.rutledgepa.org/12-3-2024-council-agenda"
"55","ordinance","navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li c","index.html","Data/www.rutledgepa.org/12-6-22-council-meeting-agenda/index.html","https://www.rutledgepa.org/12-6-22-council-meeting-agenda"
"56","ordinance","h-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/12-6-22-council-meeting-agenda/index.html","https://www.rutledgepa.org/12-6-22-council-meeting-agenda"
"57","ordinance","ock-navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li cl","index.html","Data/www.rutledgepa.org/12-6-22-council-meeting-agenda/index.html","https://www.rutledgepa.org/12-6-22-council-meeting-agenda"
"58","ordinance","orough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/12-6-22-council-meeting-agenda/index.html","https://www.rutledgepa.org/12-6-22-council-meeting-agenda"
"59","ordinance","navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li c","index.html","Data/www.rutledgepa.org/12-7-2021-council-meeting-agenda-2/index.html","https://www.rutledgepa.org/12-7-2021-council-meeting-agenda-2"
"60","ordinance","h-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/12-7-2021-council-meeting-agenda-2/index.html","https://www.rutledgepa.org/12-7-2021-council-meeting-agenda-2"
"61","ordinance","ock-navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li cl","index.html","Data/www.rutledgepa.org/12-7-2021-council-meeting-agenda-2/index.html","https://www.rutledgepa.org/12-7-2021-council-meeting-agenda-2"
"62","ordinance","orough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/12-7-2021-council-meeting-agenda-2/index.html","https://www.rutledgepa.org/12-7-2021-council-meeting-agenda-2"
"63","ordinance","span style=""font-weight: 400;"">   Building Committee update</span></p> <p>&nbsp;</p> <p><b>Planning/Ordinance</b><b>:</b></p> <ul> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">V","index.html","Data/www.rutledgepa.org/12-7-2021-council-meeting-agenda-2/index.html","https://www.rutledgepa.org/12-7-2021-council-meeting-agenda-2"
"64","ordinance"," style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vote to advertise amended ordinance on side yard setbacks</span></li> <li style=""font-weight: 400;"" aria-level=""1""><span style=""font-we","index.html","Data/www.rutledgepa.org/12-7-2021-council-meeting-agenda-2/index.html","https://www.rutledgepa.org/12-7-2021-council-meeting-agenda-2"
"65","ordinance"," style=""font-weight: 400;"" aria-level=""1""><span style=""font-weight: 400;"">Vote to advertise amended ordinance on fences adjacent to non-residential properties</span></li> </ul> <p>&nbsp;</p> <p><b>Public Comme","index.html","Data/www.rutledgepa.org/12-7-2021-council-meeting-agenda-2/index.html","https://www.rutledgepa.org/12-7-2021-council-meeting-agenda-2"
"66","ordinance","navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li c","index.html","Data/www.rutledgepa.org/1428/index.html","https://www.rutledgepa.org/1428"
"67","ordinance","h-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/1428/index.html","https://www.rutledgepa.org/1428"
"68","ordinance","ock-navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li cl","index.html","Data/www.rutledgepa.org/1428/index.html","https://www.rutledgepa.org/1428"
"69","ordinance","orough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/1428/index.html","https://www.rutledgepa.org/1428"
"70","ordinance","3. Finance Committee-Update on the status of budget preparations for the 2013 Fiscal Year</p> <p>4. Ordinance Committee-Discussion of new proposed ordinances</p> <p>5. Public Safety Committee-Monthly Report</p","index.html","Data/www.rutledgepa.org/1428/index.html","https://www.rutledgepa.org/1428"
"71","ordinance","dget preparations for the 2013 Fiscal Year</p> <p>4. Ordinance Committee-Discussion of new proposed ordinances</p> <p>5. Public Safety Committee-Monthly Report</p> <p>6. Property Committee-Update on the buildi","index.html","Data/www.rutledgepa.org/1428/index.html","https://www.rutledgepa.org/1428"
"72","ordinance","> <p>Old Business- Application for loan update</p> <p>New Business &#8211; Sample Resolution and/or ordinance supporting tobacco-free outdoor areas</p> <p>&nbsp;</p> </div> 	<div class=""wp-block-template-part""","index.html","Data/www.rutledgepa.org/1428/index.html","https://www.rutledgepa.org/1428"
"73","ordinance","navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li c","index.html","Data/www.rutledgepa.org/2-19-2024-council-work-session-agenda/index.html","https://www.rutledgepa.org/2-19-2024-council-work-session-agenda"
"74","ordinance","h-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/2-19-2024-council-work-session-agenda/index.html","https://www.rutledgepa.org/2-19-2024-council-work-session-agenda"
"75","ordinance","ock-navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li cl","index.html","Data/www.rutledgepa.org/2-19-2024-council-work-session-agenda/index.html","https://www.rutledgepa.org/2-19-2024-council-work-session-agenda"
"76","ordinance","orough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/2-19-2024-council-work-session-agenda/index.html","https://www.rutledgepa.org/2-19-2024-council-work-session-agenda"
"77","ordinance","formation Sharing <ol class=""wp-block-list""> <li>Budget Update</li> </ol> </li> </ol>    <p><strong>Ordinance</strong><strong>:</strong></p>    <ol class=""wp-block-list""> <li>Information Sharing <ol class=""wp-","index.html","Data/www.rutledgepa.org/2-19-2024-council-work-session-agenda/index.html","https://www.rutledgepa.org/2-19-2024-council-work-session-agenda"
"78","ordinance","ong></p>    <ol class=""wp-block-list""> <li>Information Sharing <ol class=""wp-block-list""> <li>Fence Ordinance Status &amp; Updated Wording</li> </ol> </li> </ol>    <p><strong>Parks &amp; Property</strong><str","index.html","Data/www.rutledgepa.org/2-19-2024-council-work-session-agenda/index.html","https://www.rutledgepa.org/2-19-2024-council-work-session-agenda"
"79","ordinance","l class=""wp-block-list""> <li>Action Item <ol class=""wp-block-list""> <li>Vote to Approve Solid Waste Ordinance</li> </ol> </li>    <li>Information Sharing <ol class=""wp-block-list""> <li>Solid Waste Schedule &#8","index.html","Data/www.rutledgepa.org/2-19-2024-council-work-session-agenda/index.html","https://www.rutledgepa.org/2-19-2024-council-work-session-agenda"
"80","ordinance","navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li c","index.html","Data/www.rutledgepa.org/2-20-23-council-meeting-agenda/index.html","https://www.rutledgepa.org/2-20-23-council-meeting-agenda"
"81","ordinance","h-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/2-20-23-council-meeting-agenda/index.html","https://www.rutledgepa.org/2-20-23-council-meeting-agenda"
"82","ordinance","ock-navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li cl","index.html","Data/www.rutledgepa.org/2-20-23-council-meeting-agenda/index.html","https://www.rutledgepa.org/2-20-23-council-meeting-agenda"
"83","ordinance","orough-government/town-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Borough Ordinances</span></a></li><li class="" wp-block-navigation-item wp-block-navigation-link""><a class=""wp-block-n","index.html","Data/www.rutledgepa.org/2-20-23-council-meeting-agenda/index.html","https://www.rutledgepa.org/2-20-23-council-meeting-agenda"
"84","ordinance","navigation-link""><a class=""wp-block-navigation-item__content""  href=""../borough-government/proposed-ordinances/index.html""><span class=""wp-block-navigation-item__label"">Proposed Ordinances</span></a></li><li c","index.html","Data/www.rutledgepa.org/2-21-2022-work-session-agenda/index.html","https://www.rutledgepa.org/2-21-2022-work-session-agenda"
